file_name,file_type,page_number,chunks,concise_summary
practitioners_guide_to_mlops_whitepaper,.pdf,10,"11
The following sections outline the characteristics of each of the MLOps capabilities.
Experimentation 
The experimentation capability lets your data scientists and ML researchers collaboratively perform exploratory data 
analysis, create prototype model architectures, and implement training routines. An ML environment should also let 
them write modular, reusable, and testable source code that is version controlled. Key functionalities in experimenta -
tion include the following:
• Provide notebook environments that are integrated with version control tools like Git.
• Track experiments, including information about the data, hyperparameters, and evaluation metrics for  
reproducibility and comparison.
• Analyze and visualize data and models.
• Support exploring datasets, finding experiments, and reviewing implementations.
• Integrate with other data services and ML services in your platform.
Data processing
The data processing capability lets you prepare and transform large amounts of data for ML at scale in ML develop -
ment, in continuous training pipelines, and in prediction serving. Key functionalities in data processing include the 
following:
• Support interactive execution (for example, from notebooks) for quick experimentation and for long-running 
jobs in production.
• Provide data connectors to a wide range of data sources and services, as well as data encoders and  
decoders for various data structures and formats.
• Provide both rich and efficient data transformations and ML feature engineering for structured (tabular) and 
unstructured data (text, image, and so on).
• Support scalable batch and stream data processing for ML training and serving workloads.
Model training
The model training capability lets you efficiently and cost-effectively run powerful algorithms for training ML models.","The text discusses three capabilities of MLOps (Machine Learning Operations): experimentation, data processing, and model training. The experimentation capability enables data scientists and ML researchers to collaborate on data analysis, prototype model architectures, and training routines, with features such as notebook environments, experiment tracking, and data visualization. The data processing capability facilitates preparing and transforming large datasets for ML at scale, with features like data connectors, data transformations, and batch and stream processing. The model training capability allows for efficient and cost-effective running of ML algorithms, optimizing training of models."
practitioners_guide_to_mlops_whitepaper,.pdf,11,"12
Model training should be able to scale with the size of both the models and the datasets that are used for training. 
Key functionalities in model training include the following:
• Support common ML frameworks and support custom runtime environments.
• Support large-scale distributed training with different strategies for multiple GPUs and multiple workers.
• Enable on-demand use of ML accelerators.
• Allow efficient hyperparameter tuning and target optimization at scale.
• Ideally, provide built-in automated ML (AutoML) functionality, including automated feature selection and engi -
neering as well as automated model architecture search and selection.
Model evaluation
The model evaluation capability lets you assess the effectiveness of your model, interactively during experimentation 
and automatically in production. Key functionalities in model evaluation include the following:
• Perform batch scoring of your models on evaluation datasets at scale.
• Compute pre-defined or custom evaluation metrics for your model on different slices of the data.
• Track trained-model predictive performance across different continuous-training executions.
• Visualize and compare performances of different models.
• Provide tools for what-if analysis and for identifying bias and fairness issues.
• Enable model behavior interpretation using various explainable AI techniques.
Model serving
The model serving capability lets you deploy and serve your models in production environments. Key functionalities 
in model serving include the following:
• Provide support for low-latency, near-real-time (online) prediction and high-throughput batch (offline)  
prediction.
• Provide built-in support for common ML serving frameworks (for example, TensorFlow Serving , TorchServe , 
Nvidia Triton , and others for Scikit-learn  and XGBoost  models) and for custom runtime environments.
• Enable composite prediction routines, where multiple models are invoked hierarchically or simultaneously 
before the results are aggregated, in addition to any required pre- or post-processing routines.
• Allow efficient use of ML inference accelerators with autoscaling to match spiky workloads and to balance","The text outlines the key functionalities of a machine learning (ML) platform, focusing on model training, model evaluation, and model serving. During model training, the platform should support various frameworks and distributed training with multiple GPUs and workers. It should also enable on-demand use of ML accelerators, efficient hyperparameter tuning, and automated ML (AutoML) functionality. Model evaluation allows for batch scoring of models on large datasets, computation of custom evaluation metrics, and identification of bias and fairness issues. Model serving enables deployment and prediction in production environments, providing support for low-latency online predictions and high-throughput batch predictions, as well as composite prediction routines and efficient use of inference accelerators."
practitioners_guide_to_mlops_whitepaper,.pdf,12,"13
cost with latency.
• Support model explainability using techniques like feature attributions for a given model prediction.
• Support logging of prediction serving requests and responses for analysis. 
Online experimentation
The online experimentation capability lets you understand how newly trained models perform in production settings 
compared to the current models (if any) before you release the new model to production. For example, using a small 
subset of the serving population, you use online experimentation to understand the impact that a new recommen -
dation system has on click-throughs and on conversation rates. The results of online experimentation should be 
integrated with the model registry  capability to facilitate the decision about releasing the model to production. Online 
experimentation enhances the reliability of your ML releases by helping you decide to discard ill-performing models 
and to promote well-performing ones. Key functionalities in online experimentation include the following:
• Support canary and shadow deployments.
• Support traffic splitting and A/B tests.
• Support multi-armed bandit (MAB) tests.
Model monitoring
The model monitoring capability lets you track the efficiency and effectiveness of the deployed models in production 
to ensure predictive quality and business continuity. This capability informs you if your models are stale and need to 
be investigated and updated. Key functionalities in model monitoring include the following:
• Measure model efficiency metrics like latency and serving-resource utilization.
• Detect data skews, including schema anomalies and data and concept shifts and drifts.
• Integrate monitoring with the model evaluation  capability for continuously assessing the effectiveness  
performance of the deployed model when ground truth labels are available. 
ML pipelines
The ML pipelines capability lets you instrument, orchestrate, and automate complex ML training and prediction pipe -","This text discusses several key capabilities for implementing and managing machine learning (ML) models in production environments. The first capability, model explainability, allows for understanding the reasoning behind model predictions through techniques like feature attributions. Model explainability is important for transparency and trust in ML models.

The second capability mentioned is online experimentation. This capability enables testing newly trained models against current models to evaluate their performance before releasing them to production. Online experimentation supports various deployment strategies like canary and shadow deployments, traffic splitting, and A/B tests, as well as multi-armed bandit (MAB) tests.

The third capability discussed is model monitoring. Model monitoring tracks the efficiency and effectiveness of deployed models in production to ensure predictive quality and business continuity. Model monitoring includes measuring model efficiency metrics like latency and serving-resource utilization, detecting data skews, and integrating monitoring with the model evaluation capability for continuous assessment of model performance.

Lastly, the ML pipelines capability is discussed. ML pipelines enable the instrumentation, orchestration, and automation of complex ML training and prediction pipelines. This capability helps manage the entire ML lifecycle from data collection and preprocessing to model training, deployment, and monitoring."
practitioners_guide_to_mlops_whitepaper,.pdf,13,"14
lines in production. ML workflows coordinate different components, where each component performs a specific task 
in the pipeline. Key functionalities in ML pipelines include the following:
• Trigger pipelines on demand, on a schedule, or in response to specified events.
• Enable local interactive execution for debugging during ML development.
• Integrate with the ML metadata tracking  capability to capture pipeline execution parameters and to produce 
artifacts.
• Provide a set of built-in components for common ML tasks and also allow custom components.
• Run on different environments, including local machines and scalable cloud platforms.
• Optionally, provide GUI-based tools for designing and building pipelines.
Model registry
The model registry capability lets you govern the lifecycle of the ML models in a central repository. This ensures the 
quality of the production models and enables model discovery. Key functionalities in the model registry include the 
following:
• Register, organize, track, and version your trained and deployed ML models.
• Store model metadata and runtime dependencies for deployability.
• Maintain model documentation and reporting—for example, using model cards .
• Integrate with the model evaluation and deployment capability and track online and offline evaluation metrics 
for the models.
• Govern the model launching process: review, approve, release, and roll back. These decisions are based on a 
number of offline performance and fairness metrics and on online experimentation results.
Dataset and feature repository
The dataset and feature repository capability lets you unify the definition and the storage of the ML data assets. 
Having a central repository of fresh, high-quality data assets enables shareability, discoverability, and reusability. The 
repository also provides data consistency for training and inference. This helps data scientists and ML researchers 
save time on data preparation and feature engineering, which typically take up a significant amount of their time. Key 
functionalities in the data and feature repository include the following:","This text discusses three main capabilities in Machine Learning (ML) systems: ML workflows, model registry, and dataset and feature repository.

ML workflows are a series of components that execute specific tasks in the ML pipeline. Key features include triggering pipelines on demand or on a schedule, enabling local interactive execution for debugging, integrating with ML metadata tracking, providing built-in components for common ML tasks, and running on various environments.

The model registry capability allows for governing the lifecycle of ML models in a central repository. It ensures model quality and enables discovery by registering, organizing, tracking, and versioning trained and deployed models, storing metadata and runtime dependencies, maintaining documentation and reporting, and integrating with model evaluation and deployment capabilities.

The dataset and feature repository capability unifies the definition and storage of ML data assets in a central repository, enabling shareability, discoverability, and reusability. It provides data consistency for training and inference, saving time on data preparation and feature engineering. Key features include defining and storing data assets, providing data consistency, and enabling time savings on data preparation and feature engineering."
practitioners_guide_to_mlops_whitepaper,.pdf,14,"15
• Enable shareability, discoverability, reusability, and versioning of data assets.
• Allow real-time ingestion and low-latency serving for event streaming and online prediction workloads. 
• Allow high-throughput batch ingestion and serving for extract, transform, load (ETL) processes and model 
training, and for scoring workloads.
• Enable feature versioning for point-in-time queries.
• Support various data modalities, including tabular data, images, and text.
ML data assets can be managed at the entity features level or at the full dataset level. For example, a feature reposi -
tory might contain an entity called customer, which includes features like age group, postal code, and gender. On the 
other hand, a dataset repository might include a customer churn dataset, which includes features from the customer 
and product entities, as well as purchase- and web-activity event logs.
ML metadata and artifact tracking
Various types of ML artifacts are produced in different processes of the MLOps lifecycle, including descriptive 
statistics and data schemas, trained models, and evaluation results. ML metadata is the information about these 
artifacts, including their location, types, properties, and associations to experiments and runs. The ML metadata and 
artifact tracking capability is foundational to all other MLOps capabilities. Such a capability enables reproducibility 
and debugging of complex ML tasks and pipelines. Key functionalities in ML metadata and artifact tracking include 
the following:
• Provide traceability and lineage tracking of ML artifacts.
• Share and track experimentation and pipeline parameter configurations.
• Store, access, investigate, visualize, download, and archive ML artifacts.
• Integrate with all other MLOps capabilities.
Deep dive of MLOps processes
This section describes each of the core MLOps processes in detail. It describes key tasks and flow of control be -
tween tasks, the key artifacts created by the tasks, and the relationship of tasks to other upstream and downstream 
processes. In this section, you learn about concrete details of tasks like running a continuous training pipeline, de -
ploying a model, and monitoring predictive performance of the model.","The text discusses the importance of managing Machine Learning (ML) data assets and metadata in the context of MLOps (Machine Learning Operations). The main points include:

1. Enabling shareability, discoverability, versioning, and real-time serving for various data modalities such as tabular data, images, and text.
2. Supporting low-latency serving for event streaming and online prediction workloads and high-throughput batch ingestion for ETL processes and model training.
3. Feature versioning for point-in-time queries.
4. ML metadata and artifact tracking, which includes providing traceability, experimentation and pipeline parameter configurations, and artifact storage and access.
5. Details on core MLOps processes, including running continuous training pipelines, deploying models, and monitoring predictive performance.

The text also mentions that ML data assets can be managed at the entity features level or the full dataset level and provides examples of a customer entity and a customer churn dataset."
practitioners_guide_to_mlops_whitepaper,.pdf,15,"16
MLOps processes take place on an integrated ML platform that has the required development and operations capa -
bilities (described later). Infrastructure engineers can provision this type of platform in different environments (like 
development, test, staging, and production) using configuration management and infrastructure-as-code (IaC) tools 
like Terraform . Each environment is configured with its own set of required compute resources, data access, and 
subset of MLOps capability services.
ML development
Experimentation is the core activity in ML development, where your data scientists can rapidly try several ideas for 
data preparation and ML modeling. Experimentation starts when the ML use case is well defined, meaning that the 
following questions have been answered:
• What is the task?
• How can we measure business impact?
• What is the evaluation metric?
Figure 5.  The ML development process","MLOps (Machine Learning Operations) involves utilizing an integrated platform with necessary development and operation capabilities. Infrastructure engineers can deploy this platform in various environments, such as development, test, staging, and production, using tools like Terraform and configuration management. Each environment is customized with specific compute resources, data access, and MLOps capability services.

The primary activity in ML development is experimentation, where data scientists explore various data preparation and machine learning modeling ideas. Experimentation commences when the ML use case is clearly defined, addressing the following questions:

• What is the task at hand?
• How can the business impact be measured?
• What evaluation metric will be used?

Figure 5 illustrates the ML development process."
practitioners_guide_to_mlops_whitepaper,.pdf,16,"17
• What is the relevant data?
• What are the training and serving requirements?
Experimentation aims to arrive at an effective prototype model for the ML use case at hand. In addition to experimen -
tation, data scientists need to formalize their ML training procedures. They do this by implementing an end-to-end 
pipeline, so that the procedures can be operationalized and run in production. Figure 5 shows the process of ML 
development. 
During experimentation, data scientists typically perform the following steps:
• Data discovery, selection, and exploration.
• Data preparation and feature engineering, using interactive data processing tools.
• Model prototyping and validation.
Performing these iterative steps can lead data scientists to refining the problem definition. For example, your data 
scientists or researchers might change the task from regression to classification, or they might opt for another evalu -
ation metric.
The primary source of development data is the dataset and feature repository . This repository contains curated data 
assets that are managed on either the entity-features level or the full dataset level.
In general, the key success aspects for this process are experiment tracking , reproducibility, and collaboration. For 
example, when your data scientists begin working on an ML use case, it can save them time if they can find previous 
experiments that have similar use cases and that reproduce the results of those experiments; data scientists can 
then adapt those experiments to the task at hand. In addition, data scientists need to be able to compare various 
experiments and to compare different runs of the same experiment so that they understand the factors that lead to 
changing the model’s predictive behavior and to performance improvements.
To be able to reproduce an experiment, your data science team needs to track configurations for each experiment, 
including the following:
• A pointer to the version of the training code in the version control system.
• The model architecture and pretrained modules that were used.
• Hyperparameters, including trials of automated hyperparameter tuning and model selection.
• Information about training, validation, and testing data splits that were used. 
• Model evaluation metrics and the validation procedure that was used.
If there is no need to retrain the model on a regular basis, then the produced model at the end of the experimenta -
tion is submitted to the model registry. The model is then ready to be reviewed, approved, and deployed to the target","The text discusses the process of developing machine learning (ML) models, with a focus on experimentation and the importance of tracking and documenting ML training procedures. During experimentation, data scientists follow steps such as data discovery, preparation, and model prototyping. The primary data source is the dataset and feature repository. Success factors include experiment tracking, reproducibility, and collaboration. To ensure reproducibility, it's essential to track configurations like the training code version, model architecture, hyperparameters, and data splits. Once the experiment is complete, the model can be submitted to the model registry for review, approval, and deployment."
practitioners_guide_to_mlops_whitepaper,.pdf,17,"18
serving environment. In addition, all the relevant metadata and artifacts 
that were produced during model development are tracked in the metadata 
tracking repository.
However, in most cases, ML models need to be retrained on a regular basis 
when new data is available or when the code changes. In this case, the 
output of the ML development process is not the model to be deployed in 
production. Instead, the output is the implementation of the continuous 
training  pipeline to be deployed to the target environment. Whether you use 
code-first, low-code, or no-code tools to build continuous training pipelines, 
the development artifacts, including source code and configurations, must 
be version controlled (for example, using Git-based source control sys -
tems). This lets you apply standard software engineering practices to your 
code review, code analysis, and automated testing. It also lets you build 
a CI/CD workflow to deploy the continuous training pipeline to the target 
environment.
Experimentation activities usually produce novel features and datasets. If 
the new data assets are reusable in other ML and analytics use cases, they 
can be integrated into the feature and dataset repository through a data 
engineering pipeline. Therefore, a common output of the experimentation 
phase is the requirements for upstream data engineering pipelines (see 
Figure 1).
Training operationalization
Training operationalization is the process of building and testing a repeat -
able ML training pipeline and then deploying it to a target execution envi -
ronment. For MLOps, ML engineers should be able to use configurations to 
deploy the ML pipelines. The configurations specify variables like the target 
deployment environment (development, test, staging, and so on), the data 
sources to access during execution in each environment, and the service 
account to use for running compute workloads. Figure 6 shows the stages 
for an approach for a training pipeline.ML Development
Typical assets produced in this 
process include the following:
• Notebooks for experimentation  
and visualization
• Metadata and artifacts of the  
experiments
• Data schemas
• Query scripts for the training data
• Source code and configurations for 
data validation and transformation
• Source code and configurations for 
creating, training, and evaluating 
models
• Source code and configurations for 
the training-pipeline workflow
• Source code for unit tests and  
integration tests
Core MLOps capabilities:
• Dataset & feature repository
• Data processing
• Experimentation
• Model training
• Model registry
• ML metadata & artifact repository","In ML development, the output is not the model for deployment, but rather the implementation of a continuous training pipeline. This pipeline must be version controlled using Git-based source control systems for code review, analysis, and automated testing. Experimentation can produce new datasets and features which may be reused in other ML and analytics use cases, requiring data engineering pipelines. Training operationalization involves building and testing a repeatable ML training pipeline, deploying it to a target environment using configurations. ML development produces assets like notebooks, metadata, data schemas, query scripts, source code, and configurations. Core MLOps capabilities include a dataset & feature repository, data processing, experimentation, model training, model registry, and an ML metadata & artifact repository."
practitioners_guide_to_mlops_whitepaper,.pdf,18,"19
A pipeline typically goes through a series of testing and staging environ -
ments before it is released to production. The number of testing and stag -
ing environments varies depending on standards that are established in a 
given organization. Most organizations have at least one testing environ -
ment before production; some have more.
The specifics of the pipeline deployment process depend on the technol -
ogy that is used to implement the pipeline. With some no-code solutions, 
data scientists and ML engineers don’t handle or even see the details.
Alternatively, if you use a code-first technology to have more flexibility and 
control over the ML pipelines, ML engineers can deploy the pipeline using 
standard CI/CD processes and tools. This approach is what the diagram 
depicts. The diagram shows a standard CI/CD workflow, which consists of 
these stages:
1. In the CI stage, the source code is unit-tested, and the training pipe -
line is built and integration-tested. Any artifacts that are  
created by the build are stored in an artifact repository.
Figure 6.  The training operationalization process
Training  
Operationalization
Typical assets produced in this 
process include the following:
• Training-pipeline executable  
components (for example,  
container images stored in a  
container registry)
• Training-pipeline runtime  
representation, which references 
the components stored in an  
artifacts repository
Core MLOps capabilities:
• ML pipelines","A pipeline in ML development goes through testing and staging environments before release to production, with the number of environments varying between organizations. Some no-code solutions may hide pipeline deployment details from data scientists and ML engineers, while code-first technologies allow ML engineers to deploy pipelines using standard CI/CD processes. The diagram illustrates a standard CI/CD workflow, which includes unit testing of source code, building and integration testing of the training pipeline, and storing created artifacts in a repository. Core MLOps capabilities include ML pipelines. In the CI stage, the source code is tested, and the training pipeline is built and tested, producing executable components and a runtime representation that references the stored artifacts."
practitioners_guide_to_mlops_whitepaper,.pdf,19,"20
2. In the CD stage, the tested training pipeline artifacts are deployed to a target environment, where the pipeline 
goes through end-to-end testing before being released to the production environment. Typically, pipelines are 
tested in non-production environments on a subset of production data, while the full-scale training is per -
formed only in production environments.
3. The newly deployed training pipeline is smoke-tested. If the new pipeline fails to produce a deployable model, 
the model serving system can fall back to the model that was produced by the current training pipeline.
Continuous training
The continuous training process is about orchestrating and automating the execution of training pipelines. How 
frequently you retrain your model depends on your use case and on the business value and cost of doing so. For 
example, if you are using an ML model that performs well in classifying images, and if there are no changes in the 
environment in which the images are generated and collected, there might be little benefit in retraining the model on 
new data every day. On the other hand, if you run a shopping site that has a recommendation system, user behavior 
changes continually, and retraining frequently on new data captures new trends and patterns. This investment in 
retraining can lead to higher click-through rates and therefore potential additional purchases.
Each run of the pipeline can be triggered in several ways, including the following:
• Scheduled runs based on jobs that you configure.
• Event-driven runs, such as when new data becomes available above a certain threshold, or when model de -
cay is detected by the continuous monitoring process.
• Ad hoc runs based on manual invocation.
Figure 7 shows the flow of a canonical pipeline.
Typical ML training pipelines have workflows that include to the following:
1. Data ingestion. Training data is extracted from the source dataset and feature repository using filtering crite -
ria such as the date and time of the most recent update.
2. Data validation. The extracted training data is validated to make sure that the model is not trained using 
skewed or corrupted data.
3. Data transformation. The data is split, typically into training, evaluation, and testing splits. The data is then 
transformed, and the features are engineered as expected by the model.
4. Model training and tuning. The ML model is trained and the hyperparameters are tuned using the training and 
evaluation data splits to produce the best possible model.","The text discusses the Continuous Deployment (CD) stage and Continuous Training processes in machine learning (ML) pipelines. In the CD stage, tested training pipeline artifacts are deployed to a target environment for end-to-end testing. New pipelines can be smoke-tested, and if they fail, the model serving system can fall back to the previous pipeline.

Continuous training is about automating the execution of training pipelines. Retraining frequency depends on the use case and business value. ML pipelines typically include data ingestion, validation, transformation, and model training/tuning.

Data ingestion extracts training data from sources and feature repositories. Data validation ensures data quality. Data transformation splits the data and transforms features. Model training and tuning produce the best model using training and evaluation data splits.

Each pipeline run can be triggered through scheduled jobs, event-driven methods, or manual invocation. The text also includes a figure illustrating the flow of a canonical pipeline."
practitioners_guide_to_mlops_whitepaper,.pdf,20,"21
5. Model evaluation. The model is evaluated against the test data split to assess the performance of the model 
using various evaluation metrics on different partitions of the data.
6. Model validation. The results of model evaluations are validated to make sure that the model meets the 
expected performance criteria.
7. Model registration. The validated model is stored in a model registry along with its metadata.
As the diagram shows, the continuous training pipeline runs based on a retraining trigger. When the pipeline starts, it 
extracts a fresh training dataset from the dataset and feature repository, executes the steps in the ML workflow, and 
submits a trained model to the model registry. All the run information and the artifacts that are produced throughout 
the pipeline run are tracked in the metadata and artifact repository.
An orchestrated and automated training pipeline mirrors the steps of the typical data science process that runs in 
the ML development phase. However, the automated pipeline has some differences. In an automated pipeline, data 
validation and model validation play a critical role in a way that they don’t during experimentation; these steps are 
gatekeepers for the overall ML training process. Runs of an automated pipeline are unattended. Therefore, as the 
runs are executed, the training and evaluation data can evolve to a point where the data processing and training pro -
cedures that are implemented by the pipeline are no longer optimal, and possibly are no longer valid.
Figure 7.  The continuous training process","The text discusses the evaluation, validation, and registration of machine learning (ML) models in a continuous training pipeline. The pipeline uses a fresh training dataset and executes the ML workflow, then evaluates the model's performance against test data using various metrics. The validated model is stored in a registry with metadata. The pipeline runs automatically, with data and model validation playing crucial roles to ensure optimal training. The diagram (Figure 7) illustrates the continuous training process."
practitioners_guide_to_mlops_whitepaper,.pdf,21,"22
The data validation step can detect when data anomalies start occuring. 
These anomalies can include new features, new feature domains, fea -
tures that have disappeared, and drastic changes in feature distributions. 
The data validation step works by comparing the new training data to the 
expected data schema and reference statistics. For details about how data 
validation works, see Analyzing and validating data at scale for machine 
learning with TensorFlow Data Validation .
The model validation phase detects anomalies when a lack of improve -
ment or even a degradation in performance of new model candidates is 
observed. The pipeline can apply complex validation logic in this step, 
including several evaluation metrics, sensitivity analysis based on specific 
inputs, calibration, and fairness indicators.
An important aspect of continuous training, therefore, is tracking. Pipeline 
runs must track generated metadata and artifacts in a way that enables 
debugging, reproducibility, and lineage analysis. Lineage analysis means 
being able to track a trained model back to the dataset (snapshot) that 
was used to train that model, and to link all the intermediate artifacts and 
metadata. Lineage analysis supports the following:
• Retrieve the hyperparameters that are used during training.
• Retrieve all evaluations that are performed by the pipeline.
• Retrieve processed data snapshots after transformation steps, if 
feasible.
• Retrieve data summaries such as descriptive statistics, schemas, 
and feature distributions.
When a pipeline run has finished and the model has been validated, the 
pipeline can register a model candidate in the model registry. 
An automated pipeline can include deployment steps, effectively acting 
as a unified, end-to-end training and deployment pipeline. In some use 
cases, where the model is trained and deployed several times per day (for 
example, every hour), training and deployment might be implemented and 
streamlined into a single pipeline. In these cases, additional validations are 
built into the pipeline, such as model size validation, serving runtime valida -
tion (for dependencies and accelerators), and serving latency evaluation.Continuous  
Training
Typical assets produced in this 
process include the following:
• A trained and validated model 
stored in the model registry
• Training metadata and artifacts 
stored in the ML metadata and 
artifacts repository, including 
pipeline execution parameters, data 
statistics, data validation results, 
transformed data files, evaluation 
metrics, model validation results, 
and training checkpoints and logs
Core MLOps capabilities:
• Dataset & feature repository
• ML metadata & artifact repository
• Data processing
• Model training
• Model evaluation
• ML pipelines
• Model registry","The text discusses the importance of data and model validation in continuous training for machine learning pipelines using TensorFlow. Data validation identifies anomalies such as new features, disappearing features, or changes in feature distributions by comparing new training data to the expected data schema and statistics. Model validation detects performance anomalies, and complex validation logic can be applied in this step, including various evaluation metrics, sensitivity analysis, and fairness indicators.

Tracking generated metadata and artifacts is crucial for debugging, reproducibility, and lineage analysis. Lineage analysis enables tracing a trained model back to the dataset used, retrieving hyperparameters, evaluations, transformed data, data summaries, and other related metadata.

Once a pipeline run finishes, and the model is validated, it can be registered as a model candidate in the model registry. In cases where models are trained and deployed frequently, additional validations, such as model size validation, serving runtime validation, and serving latency evaluation, can be built into the pipeline.

Core MLOps capabilities mentioned include a dataset and feature repository, ML metadata and artifact repository, data processing, model training, model evaluation, ML pipelines, and a model registry."
practitioners_guide_to_mlops_whitepaper,.pdf,22,"23
However, creating a complete pipeline like this might not be practical in all organizations. For example, in some orga -
nizations, model training and model deployment are the responsibilities of different teams. Therefore, the scope of 
most of the training pipelines ends at registering a trained and validated model, rather than at deploying it for serv -
ing.
Model deployment
After a model has been trained, validated, and added to the model registry, it is ready for deployment. During the 
model deployment process, the model is packaged, tested, and deployed to a target serving environment. As with the 
training operationalization phase, the model deployment process can involve a number of testing steps and testing 
environments. The model might need to go through a model governance  process before it is allowed to be deployed 
to a target environment.
Figure 8 shows a high-level view of the model deployment process.
When you use no-code or low-code solutions, the model deployment process is streamlined and abstracted from the 
perspective of the data scientists and ML engineers. Typically, you point to the entry for the model in the model regis -
try, and the model is deployed automatically using the metadata and the artifacts that are stored for that model.
However, in other scenarios, you might want more control over the model deployment process, therefore the process 
Figure 8.  Model deployment progressive delivery workflow","In some organizations, model training and deployment are handled by different teams, limiting the scope of training pipelines to registering models instead of deploying them. After training and validation, models are ready for deployment. The deployment process includes packaging, testing, and deploying the model to a target serving environment, which may involve testing in various environments and model governance processes. Figure 8 illustrates a high-level model deployment workflow. With no-code or low-code solutions, model deployment is automated, while more control might be desired in other scenarios."
practitioners_guide_to_mlops_whitepaper,.pdf,23,"24
requires complex CI/CD routines. In that case, the CI/CD system reads the source code of the model serving compo -
nent from the source repository and fetches the model from the model registry. The system integrates, builds, tests, 
and validates the model serving service, and then deploys the service through a progressive delivery process. Figure 
9 shows this process.
In the CI stage of model deployment, tests might include testing your model interface to see if it accepts the expect -
ed input format and if it produces the expected output. You might also validate the compatibility of the model with 
the target infrastructure, such as checking for required packages and accelerators. During this stage, you might also 
check that the model’s latency is acceptable.
In the CD stage of model deployment, the model undergoes progressive delivery. Canary deployments, blue-green 
deployments, and shadow deployments are often used to perform smoke testing, which usually focuses on model 
service efficiency like latency and throughput, as well as on service errors. After you verify that the model works 
technically, you test the model’s effectiveness in production by gradually serving it alongside the existing model and 
running online experiments, which refers to testing new functionality in production with live traffic.
Figure 9.  A complex CI/CD system for the model deployment process","The text describes a complex Continuous Integration and Continuous Delivery (CI/CD) process for deploying model serving components. The process begins with the CI/CD system reading the source code from the repository and fetching the model from the model registry. The system then tests, builds, and validates the model serving service, which includes checking the model's interface, compatibility, and latency in the CI stage. In the CD stage, progressive delivery methods such as canary, blue-green, and shadow deployments are used for smoke testing, focusing on model service efficiency and errors. After technical verification, online experiments are conducted to test the model's effectiveness in production."
practitioners_guide_to_mlops_whitepaper,.pdf,24,"25
Online experimentation is particularly important in the context of ML. 
Deciding whether a new model candidate should replace the production 
version is a more complex and multi-dimensional task compared to deploy -
ing other software assets.
In the progressive delivery approach, a new model candidate does not 
immediately replace the previous version. Instead, after the new model is 
deployed to production, it runs in parallel to the previous version. A subset 
of users is redirected to the new model in stages, according to the online 
experiment in place. The outcome of the experiments is the final criterion 
that decides whether the model can be fully released and can replace the 
previous version. A/B testing  and multi-armed bandit (MAB)  testing are 
common online experimentation techniques that you can use to quantify 
the impact of the new model on application-level objectives. Canary and 
shadow deployment methods can facilitate such online experiments.
Prediction serving
In the prediction serving process, after the model is deployed to its tar -
get environment, the model service starts to accept prediction requests 
(serving data) and to serve responses with predictions. Figure 10 shows 
the elements of prediction serving.Model  
Deployment
Typical assets produced in this 
process include the following:
• Model serving executable applica -
tion (for example, a container image 
stored in a container registry or a 
Java package stored in an artifact 
repository)
• Online experimentation evaluation 
metrics stored in ML metadata and 
artifact repository
Core MLOps capabilities:
• Model serving
• Model registry
• Online experimentation
• ML metadata & artifact repository
Figure 10.  Elements of the prediction serving process","The text discusses the importance of online experimentation in Machine Learning (ML), specifically when deciding whether to replace a production model with a new candidate. The progressive delivery approach is presented, where the new model runs in parallel with the previous one, and user redirection is based on online experiments. Techniques like A/B testing and multi-armed bandit testing are mentioned for quantifying the impact of the new model. The text also covers the prediction serving process, where the deployed model starts accepting prediction requests and serving responses. Elements of prediction serving include the model serving executable application, online experimentation evaluation metrics, and core MLops capabilities such as model serving, model registry, online experimentation, and ML metadata & artifact repository."
